name,category,subcategory,address,city,country,latitude,longitude,accepts_dogs,accepts_cats,dogs_on_leash_only,outdoor_seating,water_bowl_provided,rating,description,verified,source,opening_hours
Station Rue Aulnoye-Aymeries,station_carburant,,Rue de la Fontaine,Aulnoye-Aymeries,France,50.209,3.828,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 📦 Relais colis  🔧 Gonflage  🔵 Gaz  💳 CB 24h/24. (59620 Aulnoye-Aymeries)",true,prix_carburants_gouv,Ouvert 24h/24
Station Place Sainte-Maxime,station_carburant,,Place Jean Mermoz,Sainte-Maxime,France,43.31,6.635,true,false,true,false,false,,"⛽ Diesel, E10. 🔵 Gaz  💳 CB 24h/24  💳 DAB. (83120 Sainte-Maxime)",true,prix_carburants_gouv,Ouvert 24h/24
Station Les Mazé-Milon,station_carburant,,Les Hautes Chaîntres,Mazé-Milon,France,47.456,-0.274,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. 🔧 Gonflage  🚗 Lavage auto  🚗 Lavage  🔵 Gaz. (49630 Mazé-Milon)",true,prix_carburants_gouv,
Station LE Beaupréau-en-Mauges,station_carburant,,LE PLANTY,Beaupréau-en-Mauges,France,47.211,-0.984,true,false,true,false,false,,"⛽ Diesel, E85, GPL, E10, SP98. 🚻 Toilettes  📦 Relais colis  🛒 Boutique  🛒 Boutique. (49600 Beaupréau-en-Mauges)",true,prix_carburants_gouv,Ouvert 24h/24
Station 865 Puyoô,station_carburant,,865 RD 817,Puyoô,France,43.527,-0.917,true,false,true,false,false,,"⛽ Diesel, E85, E10. 🚻 Toilettes  🛒 Boutique  🛒 Boutique  🔵 Gaz. (64270 Puyoô)",true,prix_carburants_gouv,Ouvert 24h/24
Station Rue Aulnay-sous-Bois,station_carburant,,Rue Isaac Newton,Aulnay-sous-Bois,France,48.93022,2.51132,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. 🔵 Gaz  💳 CB 24h/24  💳 DAB. (93600 Aulnay-sous-Bois)",true,prix_carburants_gouv,Ouvert 24h/24
Station Avenue Massy,station_carburant,,Avenue de l'Europe,Massy,France,48.726,2.28,true,false,true,false,false,,"⛽ Diesel, SP95, GPL, E10, SP98. 🔧 Gonflage  💳 CB 24h/24. (91300 Massy)",true,prix_carburants_gouv,Ouvert 24h/24
Station RUE Saint-Denis-en-Val,station_carburant,,RUE DU CHALET,Saint-Denis-en-Val,France,47.88155,1.9523,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. (45560 Saint-Denis-en-Val)",true,prix_carburants_gouv,
Station AUT Ostwald,station_carburant,,AUT A 35  AIRE LES CHAUMES BP 33,Ostwald,France,48.539,7.717,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 🚻 Toilettes  🛒 Boutique  🛒 Boutique  🍽️ Restauration. (67540 Ostwald)",true,prix_carburants_gouv,"Lun 00.00-23.59, Mar 00.00-23.59, Mer 00.00-23.59"
Station 10 Clichy,station_carburant,,10 BLD DU GENERAL LECLERC,Clichy,France,48.9,2.317,true,false,true,false,false,,"⛽ Diesel, SP98. 🛒 Boutique  🛒 Boutique  🔧 Gonflage  🚗 Lavage auto. (92110 Clichy)",true,prix_carburants_gouv,Ouvert 24h/24
Station 15 Charlieu,station_carburant,,15 rue Dorian,Charlieu,France,46.156,4.167,true,false,true,false,false,,"⛽ Diesel, E10. 🔧 Gonflage  🔵 Gaz  💳 CB 24h/24. (42190 Charlieu)",true,prix_carburants_gouv,Ouvert 24h/24
"Station 10, Castres",station_carburant,,"10, Rue Albert Calmette",Castres,France,43.589,2.186,true,false,true,false,false,,"⛽ Diesel, E85, GPL, E10, SP98. 🚻 Toilettes  📦 Relais colis  🛒 Boutique  🛒 Boutique. (81100 Castres)",true,prix_carburants_gouv,Ouvert 24h/24
Station 124 La Rochelle,station_carburant,,124 Boulevard André Sautel,La Rochelle,France,46.17,-1.127,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. 🛒 Boutique  🛒 Boutique  🍽️ Restauration  🔧 Gonflage. (17000 La Rochelle)",true,prix_carburants_gouv,Ouvert 24h/24
Station 41 Saint-Prix,station_carburant,,41 Avenue du Général Leclerc,Saint-Prix,France,49.003352,2.260898,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 🛒 Boutique  🛒 Boutique  🔵 Gaz. (95390 Saint-Prix)",true,prix_carburants_gouv,
Station RN Condrieu,station_carburant,,RN 86 La Maladière,Condrieu,France,45.457,4.757,true,false,true,false,false,,"⛽ Diesel, SP95, SP98. 🔧 Gonflage  🔵 Gaz  💳 DAB. (69420 Condrieu)",true,prix_carburants_gouv,
Station 2 Nevers,station_carburant,,2 rue de vauzelles,Nevers,France,47.000286,3.155283,true,false,true,false,false,,"⛽ Diesel, SP95, E85, GPL, SP98. 🚻 Toilettes  🛒 Boutique  🛒 Boutique  🔧 Gonflage. (58000 Nevers)",true,prix_carburants_gouv,Ouvert 24h/24
Station 1 Gonesse,station_carburant,,1 Rue Georges Pompidou,Gonesse,France,48.989409,2.433549,true,false,true,false,false,,"⛽ Diesel, SP95, E85, E10, SP98. 🚻 Toilettes  🛒 Boutique  🛒 Boutique  🔧 Gonflage. (95500 Gonesse)",true,prix_carburants_gouv,"Lun 07.00-20.00, Mar 07.00-20.00, Mer 07.00-20.00"
Station 29 Ploufragan,station_carburant,,29 AVENUE DES CHATELETS,Ploufragan,France,48.468005,-2.794054,true,false,true,false,false,,"⛽ Diesel, SP98. 🚻 Toilettes  🛒 Boutique  💳 CB 24h/24. (22440 Ploufragan)",true,prix_carburants_gouv,Ouvert 24h/24
Station L Guignes,station_carburant,,L OREE DE GUIGNES,Guignes,France,48.63502,2.799,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 💳 DAB. (77390 Guignes)",true,prix_carburants_gouv,
Station Route Val-de-Meuse,station_carburant,,Route de Neufchâteau RD 74,Val-de-Meuse,France,48.01,5.483,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. 🍽️ Restauration  🔧 Gonflage  🔵 Gaz  💳 CB 24h/24. (52140 Val-de-Meuse)",true,prix_carburants_gouv,Ouvert 24h/24
Station ZAC Saint-Victoret,station_carburant,,ZAC DE LA LAUVE,Saint-Victoret,France,43.418,5.234,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 🔧 Gonflage  🔵 Gaz  💳 CB 24h/24  💳 DAB. (13730 Saint-Victoret)",true,prix_carburants_gouv,Ouvert 24h/24
Station 83 Fère-Champenoise,station_carburant,,83 CHEMIN DES LOGES,Fère-Champenoise,France,48.759,3.986,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 📦 Relais colis  🛒 Boutique  🛒 Boutique  🔧 Gonflage. (51230 Fère-Champenoise)",true,prix_carburants_gouv,Ouvert 24h/24
Station 15 Saint-Justin,station_carburant,,15 avenue Guillaume de Villaret,Saint-Justin,France,43.977,-0.236,true,false,true,false,false,,"⛽ Diesel, SP95, SP98. 💳 CB 24h/24. (40240 Saint-Justin)",true,prix_carburants_gouv,Ouvert 24h/24
Station RUE Saint-Père-sur-Loire,station_carburant,,RUE DE SAVOIE,Saint-Père-sur-Loire,France,47.781555,2.374693,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. 🔧 Gonflage  🔵 Gaz  💳 DAB. (45600 Saint-Père-sur-Loire)",true,prix_carburants_gouv,
Station 8 Plomodiern,station_carburant,,8 rue de la Gare,Plomodiern,France,48.181,-4.23,true,false,true,false,false,,"⛽ Diesel, SP95, E85, E10. 🔧 Gonflage  🔵 Gaz  💳 DAB. (29550 Plomodiern)",true,prix_carburants_gouv,
Station 2a L'Abergement-Sainte-Colombe,station_carburant,,2a rue du bourg,L'Abergement-Sainte-Colombe,France,46.752044,5.006607,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. 📦 Relais colis  🛒 Boutique  🔵 Gaz  💳 CB 24h/24. (71370 L'Abergement-Sainte-Colombe)",true,prix_carburants_gouv,Ouvert 24h/24
Station CD Buchelay,station_carburant,,CD 110 - BP 1525,Buchelay,France,48.981,1.689,true,false,true,false,false,,"⛽ Diesel, E85, GPL, E10, SP98. 🔵 Gaz  💳 CB 24h/24. (78200 Buchelay)",true,prix_carburants_gouv,Ouvert 24h/24
Station 3 Giromagny,station_carburant,,3 ZAC du Mont Jean,Giromagny,France,47.737,6.836,true,false,true,false,false,,"⛽ Diesel, SP95, SP98. 🔵 Gaz  💳 CB 24h/24. (90200 Giromagny)",true,prix_carburants_gouv,Ouvert 24h/24
Station 39 Pont-Saint-Esprit,station_carburant,,39 AVENUE GENERAL DE GAULLE,Pont-Saint-Esprit,France,44.252148,4.646952,true,false,true,false,false,,"⛽ Diesel, SP95, E85, GPL, E10, SP98. 💳 CB 24h/24. (30130 Pont-Saint-Esprit)",true,prix_carburants_gouv,Ouvert 24h/24
Station Boulevard Carpentras,station_carburant,,Boulevard Naquet,Carpentras,France,44.05145,5.04122,true,false,true,false,false,,"⛽ Diesel, SP95, E85, E10. 🛒 Boutique  🛒 Boutique  🍽️ Restauration  🚗 Lavage. (84200 Carpentras)",true,prix_carburants_gouv,
Station RUE Andrésy,station_carburant,,RUE DE TRIEL,Andrésy,France,48.976091,2.046134,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 💳 CB 24h/24. (78570 Andrésy)",true,prix_carburants_gouv,Ouvert 24h/24
Station 68bis Nomexy,station_carburant,,68bis rue d'Alsace,Nomexy,France,48.305,6.388,true,false,true,false,false,,"⛽ Diesel, E85, E10. 💳 CB 24h/24  💳 DAB. (88440 Nomexy)",true,prix_carburants_gouv,Ouvert 24h/24
Station 126 Dreux,station_carburant,,126 AV DU GAL LECLERC,Dreux,France,48.743,1.39,true,false,true,false,false,,"⛽ Diesel, E85, GPL, E10. 🛒 Boutique  🛒 Boutique  🔧 Gonflage  🚗 Lavage auto. (28100 Dreux)",true,prix_carburants_gouv,Ouvert 24h/24
Station 7 Torcy-le-Petit,station_carburant,,7 rue des forrières,Torcy-le-Petit,France,49.809,1.172,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. 📦 Relais colis  🔵 Gaz  💳 CB 24h/24. (76590 Torcy-le-Petit)",true,prix_carburants_gouv,Ouvert 24h/24
Station 17 Bailly-Romainvilliers,station_carburant,,17 Place de l'Europe,Bailly-Romainvilliers,France,48.85,2.819,true,false,true,false,false,,"⛽ Diesel, SP95, SP98. (77700 Bailly-Romainvilliers)",true,prix_carburants_gouv,"Lun 07.00-19.45, Mar 07.00-19.45, Mer 07.00-19.45"
Station AUTOROUTE Saint-Ambreuil,station_carburant,,AUTOROUTE DU SOLEIL A6 - SENS PARIS / PROVINCE,Saint-Ambreuil,France,46.694821,4.857844,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. 🍽️ Restauration  💳 CB 24h/24. (71240 Saint-Ambreuil)",true,prix_carburants_gouv,Ouvert 24h/24
Station 14 Saint-Laurent-en-Grandvaux,station_carburant,,14 rue Lacuzon,Saint-Laurent-en-Grandvaux,France,46.572,5.956,true,false,true,false,false,,"⛽ Diesel, GPL, E10, SP98. 🚗 Lavage auto  🔵 Gaz  💳 CB 24h/24  💳 DAB. (39150 Saint-Laurent-en-Grandvaux)",true,prix_carburants_gouv,Ouvert 24h/24
Station 154 Castres,station_carburant,,154 Avenue Charles de Gaulle,Castres,France,43.597,2.26,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 🛒 Boutique  🛒 Boutique  🔧 Gonflage  🔵 Gaz. (81100 Castres)",true,prix_carburants_gouv,Ouvert 24h/24
Station Z.I Château-Thierry,station_carburant,,Z.I rue de la Plaine,Château-Thierry,France,49.037,3.39,true,false,true,false,false,,"⛽ Diesel, E85, E10. 🚻 Toilettes  📦 Relais colis  🛒 Boutique  🛒 Boutique. (02400 Château-Thierry)",true,prix_carburants_gouv,Ouvert 24h/24
Station 59 Civray,station_carburant,,59 BIS AVENUE HENRI ROUCHER,Civray,France,46.152,0.294,true,false,true,false,false,,"⛽ Diesel, SP95. 🚻 Toilettes  🔵 Gaz. (86400 Civray)",true,prix_carburants_gouv,"Lun 07.00-19.00, Mar 07.00-19.00, Mer 07.00-19.00"
Station RD112 La Teste-de-Buch,station_carburant,,RD112 Lieu dit Jaumard,La Teste-de-Buch,France,44.549,-1.158,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 🔧 Gonflage  🚗 Lavage auto  🚗 Lavage  🔵 Gaz. (33260 La Teste-de-Buch)",true,prix_carburants_gouv,Ouvert 24h/24
Station 36 Paris,station_carburant,,36 Quai de la Rapée,Paris,France,48.842,2.373,true,false,true,false,false,,"⛽ Diesel, E10, SP98. (75012 Paris)",true,prix_carburants_gouv,"Lun 05.00-23.00, Mar 05.00-23.00, Mer 05.00-23.00"
Station Avenue Cherbourg-en-Cotentin,station_carburant,,Avenue de Normandie,Cherbourg-en-Cotentin,France,49.626,-1.628,true,false,true,false,false,,"⛽ Diesel, E10, SP98. (50130 Cherbourg-en-Cotentin)",true,prix_carburants_gouv,
Station D124 Monflanquin,station_carburant,,D124 - Route de VILLENEUVE-sur-Lot - VIGNES DE LA JUSTICE,Monflanquin,France,44.524729,0.760661,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 🔵 Gaz  💳 CB 24h/24  💳 DAB. (47150 Monflanquin)",true,prix_carburants_gouv,Ouvert 24h/24
Station RUE Mouchamps,station_carburant,,RUE DE LA VILLE EN BOIS,Mouchamps,France,46.776,-1.066,true,false,true,false,false,,"⛽ Diesel, SP95, SP98. 🔧 Gonflage  🚗 Lavage  💳 CB 24h/24. (85640 Mouchamps)",true,prix_carburants_gouv,Ouvert 24h/24
Station 96 Asnières-sur-Seine,station_carburant,,96 Avenue d'Argenteuil,Asnières-sur-Seine,France,48.915,2.283,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 🛒 Boutique  🛒 Boutique  🔧 Gonflage  🚗 Lavage auto. (92600 Asnières-sur-Seine)",true,prix_carburants_gouv,"Lun 06.00-21.00, Mar 06.00-21.00, Mer 06.00-21.00"
Station 34 Chaulnes,station_carburant,,34 RUE ROGER SALENGRO,Chaulnes,France,49.816,2.803,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 🚻 Toilettes  📦 Relais colis  🛒 Boutique  🛒 Boutique. (80320 Chaulnes)",true,prix_carburants_gouv,Ouvert 24h/24
Station Avenue Mercin-et-Vaux,station_carburant,,Avenue de Compiègne,Mercin-et-Vaux,France,49.381043,3.300628,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 💳 CB 24h/24. (02200 Mercin-et-Vaux)",true,prix_carburants_gouv,Ouvert 24h/24
Station RUE Incarville,station_carburant,,RUE DES PRES,Incarville,France,49.235,1.183,true,false,true,false,false,,"⛽ Diesel, SP95, E85, E10, SP98. 🚻 Toilettes  📦 Relais colis  🛒 Boutique  🛒 Boutique. (27400 Incarville)",true,prix_carburants_gouv,Ouvert 24h/24
Station 57 Saint-Maur-des-Fossés,station_carburant,,57 BD DE CRETEIL,Saint-Maur-des-Fossés,France,48.798,2.481,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 🚻 Toilettes  🛒 Boutique  🛒 Boutique  🔧 Gonflage. (94100 Saint-Maur-des-Fossés)",true,prix_carburants_gouv,"Lun 06.00-22.00, Mar 06.00-22.00, Mer 06.00-22.00"
Station 98 Saint-Quentin,station_carburant,,98 rue Alexandre Dumas,Saint-Quentin,France,49.848,3.272,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. 🚻 Toilettes  🛒 Boutique  🛒 Boutique. (02100 Saint-Quentin)",true,prix_carburants_gouv,
Station 21 Esquièze-Sère,station_carburant,,21 Avenue du Barege,Esquièze-Sère,France,42.876,-0.006,true,false,true,false,false,,"⛽ Diesel, SP95, SP98. 🚻 Toilettes  🛒 Boutique  🛒 Boutique  🔧 Gonflage. (65120 Esquièze-Sère)",true,prix_carburants_gouv,Ouvert 24h/24
Station AVENUE Beauvais,station_carburant,,AVENUE NELSON MANDELA,Beauvais,France,49.431,2.071,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 🚻 Toilettes  🛒 Boutique  🛒 Boutique  🚗 Lavage auto. (60000 Beauvais)",true,prix_carburants_gouv,Ouvert 24h/24
"Station 46, Creysse",station_carburant,,"46, AVENUE DE LA GARE",Creysse,France,44.855,0.566,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 🛒 Boutique  💳 CB 24h/24. (24100 Creysse)",true,prix_carburants_gouv,Ouvert 24h/24
Station 6 Brécey,station_carburant,,6 rue de la liberation,Brécey,France,48.726,-1.166,true,false,true,false,false,,"⛽ Diesel, E85, E10. 🔧 Gonflage  💳 CB 24h/24. (50370 Brécey)",true,prix_carburants_gouv,Ouvert 24h/24
Station 58 Fontaine-Française,station_carburant,,58 Rue de la Maladière,Fontaine-Française,France,47.528169,5.376344,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 💳 CB 24h/24. (21610 Fontaine-Française)",true,prix_carburants_gouv,Ouvert 24h/24
Station RUE Les Sables-d'Olonne,station_carburant,,RUE DE LA PETITE GARLIERE,Les Sables-d'Olonne,France,46.504621,-1.784928,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 🔵 Gaz  💳 CB 24h/24. (85100 Les Sables-d'Olonne)",true,prix_carburants_gouv,Ouvert 24h/24
Station La La Ricamarie,station_carburant,,La Béraudière,La Ricamarie,France,45.413,4.374,true,false,true,false,false,,"⛽ Diesel, GPL, E10, SP98. 🚗 Lavage auto  🔵 Gaz  💳 DAB. (42150 La Ricamarie)",true,prix_carburants_gouv,
Station Vern Daoulas,station_carburant,,Vern Deredec,Daoulas,France,48.359,-4.254,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 🔧 Gonflage  🔵 Gaz  💳 CB 24h/24  💳 DAB. (29460 Daoulas)",true,prix_carburants_gouv,Ouvert 24h/24
Station 1 Loon-Plage,station_carburant,,1 RUE DE GRAVELINES,Loon-Plage,France,50.995341,2.20444,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. 📦 Relais colis  🔵 Gaz. (59279 Loon-Plage)",true,prix_carburants_gouv,
Station AUTOROUTE La Courneuve,station_carburant,,AUTOROUTE A1 - AIRE DE LA COURNEUVE OUEST - SENS LILLE/PARIS,La Courneuve,France,48.935,2.394,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. 🚻 Toilettes  🛒 Boutique  🛒 Boutique  🍽️ Restauration. (93120 La Courneuve)",true,prix_carburants_gouv,Ouvert 24h/24
Station Autoroute Saint-Épain,station_carburant,,Autoroute A10 Aire de Fontaine Colette,Saint-Épain,France,47.166,0.632,true,false,true,false,false,,"⛽ Diesel, GPL, E10, SP98. 🚻 Toilettes  🛒 Boutique  🛒 Boutique  🍽️ Restauration. (37800 Saint-Épain)",true,prix_carburants_gouv,Ouvert 24h/24
Station 1151 Saint-Jean-le-Vieux,station_carburant,,1151 rte de St Jean Pied de Port,Saint-Jean-le-Vieux,France,43.165,-1.195,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 📦 Relais colis  🛒 Boutique  🛒 Boutique  🔧 Gonflage. (64220 Saint-Jean-le-Vieux)",true,prix_carburants_gouv,Ouvert 24h/24
Station 4 Romorantin-Lanthenay,station_carburant,,4 Avenue de Villefranche,Romorantin-Lanthenay,France,47.353,1.744,true,false,true,false,false,,"⛽ Diesel, SP95. 📦 Relais colis  🛒 Boutique  🔧 Gonflage  🚗 Lavage auto. (41200 Romorantin-Lanthenay)",true,prix_carburants_gouv,Ouvert 24h/24
Station 13 Sucy-en-Brie,station_carburant,,13 Rue Maurice Berteaux,Sucy-en-Brie,France,48.773,2.517,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 🛒 Boutique  🛒 Boutique  🔧 Gonflage  🚗 Lavage auto. (94370 Sucy-en-Brie)",true,prix_carburants_gouv,Ouvert 24h/24
Station 24 Clermont-Ferrand,station_carburant,,24 BOULEVARD AMBROISE BRUGIERE,Clermont-Ferrand,France,45.789,3.118,true,false,true,false,false,,⛽ Diesel. 🛒 Boutique  🛒 Boutique  🔧 Gonflage  🚗 Lavage auto. (63000 Clermont-Ferrand),true,prix_carburants_gouv,Ouvert 24h/24
Station Recouvrance Gétigné,station_carburant,,Recouvrance,Gétigné,France,47.078,-1.24,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. 📦 Relais colis  🛒 Boutique  🛒 Boutique  🚗 Lavage auto. (44190 Gétigné)",true,prix_carburants_gouv,Ouvert 24h/24
Station RUE Isigny-sur-Mer,station_carburant,,RUE DE LITTRY,Isigny-sur-Mer,France,49.313,-1.099,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. 🚻 Toilettes  📦 Relais colis  🛒 Boutique  🛒 Boutique. (14230 Isigny-sur-Mer)",true,prix_carburants_gouv,Ouvert 24h/24
Station 28 Germagny,station_carburant,,28 Grande Rue,Germagny,France,46.670552,4.602248,true,false,true,false,false,,"⛽ Diesel, SP95. 🛒 Boutique  🔧 Gonflage. (71460 Germagny)",true,prix_carburants_gouv,"Lun 07.30-19.00, Mar 07.30-19.00, Mer 07.30-19.00"
Station Les Sainte-Mère-Église,station_carburant,,Les Crutelles,Sainte-Mère-Église,France,49.405,-1.322,true,false,true,false,false,,"⛽ Diesel, SP95, SP98. 🚻 Toilettes  🛒 Boutique  🔧 Gonflage  🛒 Boutique. (50480 Sainte-Mère-Église)",true,prix_carburants_gouv,Ouvert 24h/24
Station La Perrusson,station_carburant,,La Cloutiere    PERRUSSON,Perrusson,France,47.111,1.005,true,false,true,false,false,,"⛽ Diesel, SP95, E10, SP98. 🚻 Toilettes  🛒 Boutique  🛒 Boutique  🍽️ Restauration. (37600 Perrusson)",true,prix_carburants_gouv,Ouvert 24h/24
Station 72 Courbevoie,station_carburant,,72 BLD DE VERDUN,Courbevoie,France,48.902,2.259,true,false,true,false,false,,"⛽ Diesel, E85, GPL, E10. 🚻 Toilettes  🛒 Boutique  🛒 Boutique  🔧 Gonflage. (92400 Courbevoie)",true,prix_carburants_gouv,Ouvert 24h/24
Station Rue Langueux,station_carburant,,Rue Jules Verne,Langueux,France,48.496,-2.728,true,false,true,false,false,,"⛽ Diesel, SP95, E85, E10, SP98. 🚻 Toilettes  📦 Relais colis  🛒 Boutique  🛒 Boutique. (22360 Langueux)",true,prix_carburants_gouv,Ouvert 24h/24
Station 80 Carpentras,station_carburant,,80 chemin de la Lègue,Carpentras,France,44.055,5.054,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. 📦 Relais colis  🚗 Lavage auto  🔵 Gaz  💳 CB 24h/24. (84200 Carpentras)",true,prix_carburants_gouv,Ouvert 24h/24
Station Zone Romilly-sur-Seine,station_carburant,,Zone Commerciale la Belle Idée Rn19,Romilly-sur-Seine,France,48.504931,3.763395,true,false,true,false,false,,"⛽ Diesel, E85, GPL, E10, SP98. 🛒 Boutique  🍽️ Restauration  🔵 Gaz  💳 CB 24h/24. (10100 Romilly-sur-Seine)",true,prix_carburants_gouv,Ouvert 24h/24
Station 580 Lestrem,station_carburant,,580 route de bethune,Lestrem,France,50.618,2.686,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. 🚻 Toilettes  📦 Relais colis  🛒 Boutique  🔧 Gonflage. (62136 Lestrem)",true,prix_carburants_gouv,Ouvert 24h/24
Station Route Dijon,station_carburant,,Route de Langres,Dijon,France,47.358,5.048,true,false,true,false,false,,"⛽ Diesel, SP95, E10, SP98. 🔧 Gonflage  💳 CB 24h/24  💳 DAB. (21000 Dijon)",true,prix_carburants_gouv,Ouvert 24h/24
Station 278 La Seyne-sur-Mer,station_carburant,,278 BD MARECHAL JUIN,La Seyne-sur-Mer,France,43.108,5.868,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. 🛒 Boutique  🛒 Boutique  🔧 Gonflage  🚗 Lavage auto. (83500 La Seyne-sur-Mer)",true,prix_carburants_gouv,"Lun 06.00-21.00, Mar 06.00-21.00, Mer 06.00-21.00"
Station 20A Vieux-Ferrette,station_carburant,,20A rue de la première Armée,Vieux-Ferrette,France,47.5,7.307,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 🔵 Gaz  💳 CB 24h/24. (68480 Vieux-Ferrette)",true,prix_carburants_gouv,Ouvert 24h/24
Station 4 Betting,station_carburant,,4 rue des Genêts Zac de Betting,Betting,France,49.137,6.808,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. 📦 Relais colis  🛒 Boutique  🛒 Boutique  🍽️ Restauration. (57800 Betting)",true,prix_carburants_gouv,Ouvert 24h/24
Station 516 Marseille,station_carburant,,516 AV DU CHEMIN DE MADRAGUE,Marseille,France,43.345797,5.354902,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. 🚻 Toilettes  🛒 Boutique  🔧 Gonflage  🔵 Gaz. (13015 Marseille)",true,prix_carburants_gouv,Ouvert 24h/24
Station Rue Emmerin,station_carburant,,Rue de la Canteraine,Emmerin,France,50.598,2.994,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 💳 CB 24h/24  💳 DAB. (59320 Emmerin)",true,prix_carburants_gouv,Ouvert 24h/24
Station 60 Dormans,station_carburant,,60 RUE DU DOCTEUR MORET,Dormans,France,49.081,3.65,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 🛒 Boutique  🔧 Gonflage  🚗 Lavage auto  🔵 Gaz. (51700 Dormans)",true,prix_carburants_gouv,"Lun 07.00-21.00, Mar 07.00-21.00, Mer 07.00-21.00"
Station AUTOROUTE Les Sorinières,station_carburant,,AUTOROUTE A83 - AIRE DE LA GRASSINIÈRE,Les Sorinières,France,47.159,-1.513,true,false,true,false,false,,"⛽ Diesel, E85, GPL. 🚻 Toilettes  🛒 Boutique  🛒 Boutique  🍽️ Restauration. (44840 Les Sorinières)",true,prix_carburants_gouv,Ouvert 24h/24
Station 31 Sassenage,station_carburant,,31 AVENUE DE ROMANS,Sassenage,France,45.205,5.664,true,false,true,false,false,,"⛽ Diesel, E10. 🛒 Boutique  🔧 Gonflage  🚗 Lavage auto  🔵 Gaz. (38360 Sassenage)",true,prix_carburants_gouv,Ouvert 24h/24
Station Rue Neuves-Maisons,station_carburant,,Rue Pasteur,Neuves-Maisons,France,48.613,6.096,true,false,true,false,false,,"⛽ Diesel, SP95, E10, SP98. 🔵 Gaz  💳 CB 24h/24  💳 DAB. (54230 Neuves-Maisons)",true,prix_carburants_gouv,Ouvert 24h/24
Station Les Saint-Langis-lès-Mortagne,station_carburant,,Les Gaillons,Saint-Langis-lès-Mortagne,France,48.531873,0.511665,true,false,true,false,false,,"⛽ Diesel, E10, SP98. 🚻 Toilettes  📦 Relais colis  🛒 Boutique  🔧 Gonflage. (61400 Saint-Langis-lès-Mortagne)",true,prix_carburants_gouv,"Lun 07.00-19.00, Mar 07.00-19.00, Mer 07.00-19.00"
Station Z.I La Charité-sur-Loire,station_carburant,,Z.I LES PLANTES DES RELIGIEUSES,La Charité-sur-Loire,France,47.183,3.028,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. 🔵 Gaz  💳 CB 24h/24. (58400 La Charité-sur-Loire)",true,prix_carburants_gouv,Ouvert 24h/24
Station AVENUE Mios,station_carburant,,AVENUE ZAC 2000,Mios,France,44.66,-0.829,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. 🚻 Toilettes  🛒 Boutique  🛒 Boutique  🍽️ Restauration. (33380 Mios)",true,prix_carburants_gouv,"Lun 06.00-21.00, Mar 06.00-21.00, Mer 06.00-21.00"
Station 1 Garons,station_carburant,,"1 rue Jacques Flory, Rte de Bouillargues",Garons,France,43.777668,4.4286,true,false,true,false,false,,"⛽ Diesel, E85, E10, SP98. 📦 Relais colis  🔵 Gaz  💳 CB 24h/24. (30128 Garons)",true,prix_carburants_gouv,Ouvert 24h/24
